,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State
190,2020,Nov,61.2,58.8,327603,315068,12535,3.8,VT
191,2020,Dec,61.0,58.7,327087,314535,12552,3.8,VT
192,2021,Jan,61.0,58.6,326828,314222,12606,3.9,VT
193,2021,Feb,61.0,58.6,327042,314363,12679,3.9,VT
194,2021,Mar,61.0,58.7,327547,315000,12547,3.8,VT
195,2021,Apr,61.1,58.8,328125,315875,12250,3.7,VT
196,2021,May,61.1,58.9,328514,316717,11797,3.6,VT
197,2021,Jun,61.1,59.0,328659,317280,11379,3.5,VT
198,2021,Jul,61.0,59.0,328436,317455,10981,3.3,VT
199,2021,Aug,60.9,59.0,328348,317685,10663,3.2,VT
200,2021,Sep,60.9,59.0,328358,317942,10416,3.2,VT
201,2021,Oct,60.9,59.0,328586,318390,10196,3.1,VT
202,2021,Nov,60.8,58.9,328546,318415,10131,3.1,VT
203,2021,Dec,60.8,58.9,328535,318426,10109,3.1,VT
204,2022,Jan,60.9,59.0,329365,319422,9943,3.0,VT
205,2022,Feb,60.9,59.2,330023,320496,9527,2.9,VT
206,2022,Mar,61.2,59.5,331430,322649,8781,2.6,VT
207,2022,Apr,61.4,59.8,332746,324538,8208,2.5,VT
208,2022,May,61.5,60.1,333577,326018,7559,2.3,VT
209,2022,Jun,61.6,60.3,334725,327480,7245,2.2,VT
210,2022,Jul,61.7,60.4,335605,328616,6989,2.1,VT
211,2022,Aug,61.8,60.5,336176,329181,6995,2.1,VT
212,2022,Sep,61.8,60.5,336490,329284,7206,2.1,VT
213,2022,Oct,61.7,60.3,336423,328697,7726,2.3,VT
214,2022,Nov,61.7,60.2,336761,328488,8273,2.5,VT
0,2005,Jan,72.6,68.7,2554891,2416722,138169,5.4,CO
1,2005,Feb,72.6,68.7,2556829,2419263,137566,5.4,CO
2,2005,Mar,72.5,68.7,2559265,2422811,136454,5.3,CO
3,2005,Apr,72.5,68.7,2562139,2427282,134857,5.3,CO
4,2005,May,72.5,68.8,2565371,2432503,132868,5.2,CO
5,2005,Jun,72.5,68.8,2568581,2437884,130697,5.1,CO
6,2005,Jul,72.5,68.9,2571894,2443117,128777,5.0,CO
7,2005,Aug,72.5,68.9,2575669,2448234,127435,4.9,CO
8,2005,Sep,72.5,68.9,2580186,2453632,126554,4.9,CO
9,2005,Oct,72.4,68.9,2585429,2460026,125403,4.9,CO
10,2005,Nov,72.4,69.0,2591508,2467857,123651,4.8,CO
11,2005,Dec,72.5,69.1,2598074,2476752,121322,4.7,CO
12,2006,Jan,72.6,69.3,2605057,2486296,118761,4.6,CO
13,2006,Feb,72.7,69.4,2612418,2495895,116523,4.5,CO
14,2006,Mar,72.8,69.6,2620070,2504897,115173,4.4,CO
15,2006,Apr,72.9,69.7,2627673,2512768,114905,4.4,CO
16,2006,May,72.9,69.8,2634815,2519556,115259,4.4,CO
17,2006,Jun,73.0,69.8,2641282,2525693,115589,4.4,CO
18,2006,Jul,73.0,69.9,2647155,2532065,115090,4.3,CO
19,2006,Aug,73.1,69.9,2652385,2538867,113518,4.3,CO
20,2006,Sep,73.1,70.0,2656964,2545785,111179,4.2,CO
21,2006,Oct,73.0,70.1,2660820,2552545,108275,4.1,CO
22,2006,Nov,73.0,70.1,2663422,2558561,104861,3.9,CO
23,2006,Dec,72.9,70.1,2664298,2563203,101095,3.8,CO
24,2007,Jan,72.8,70.1,2663897,2566479,97418,3.7,CO
25,2007,Feb,72.7,70.1,2663475,2569153,94322,3.5,CO
26,2007,Mar,72.6,70.1,2664085,2572031,92054,3.5,CO
27,2007,Apr,72.5,70.0,2666633,2575603,91030,3.4,CO
28,2007,May,72.5,70.0,2671638,2580013,91625,3.4,CO
29,2007,Jun,72.6,70.1,2678950,2585195,93755,3.5,CO
30,2007,Jul,72.7,70.1,2687730,2590676,97054,3.6,CO
31,2007,Aug,72.9,70.1,2697211,2596232,100979,3.7,CO
32,2007,Sep,73.0,70.2,2706470,2601718,104752,3.9,CO
33,2007,Oct,73.1,70.2,2714544,2606543,108001,4.0,CO
34,2007,Nov,73.1,70.2,2721095,2610602,110493,4.1,CO
35,2007,Dec,73.1,70.1,2726104,2613895,112209,4.1,CO
36,2008,Jan,73.1,70.1,2729192,2615692,113500,4.2,CO
37,2008,Feb,73.0,70.0,2730710,2615827,114883,4.2,CO
38,2008,Mar,72.9,69.8,2731524,2614588,116936,4.3,CO
39,2008,Apr,72.8,69.6,2732182,2612373,119809,4.4,CO
40,2008,May,72.7,69.5,2733114,2609574,123540,4.5,CO
41,2008,Jun,72.6,69.2,2734443,2606433,128010,4.7,CO
42,2008,Jul,72.6,69.0,2735689,2603060,132629,4.8,CO
43,2008,Aug,72.5,68.8,2736631,2599477,137154,5.0,CO
44,2008,Sep,72.4,68.6,2737389,2595132,142257,5.2,CO
45,2008,Oct,72.3,68.3,2738037,2589291,148746,5.4,CO
46,2008,Nov,72.2,68.0,2738762,2581484,157278,5.7,CO
47,2008,Dec,72.1,67.7,2739993,2572099,167894,6.1,CO
48,2009,Jan,72.0,67.3,2741783,2561844,179939,6.6,CO
49,2009,Feb,72.0,66.9,2743809,2551450,192359,7.0,CO
50,2009,Mar,71.9,66.6,2745639,2541992,203647,7.4,CO
51,2009,Apr,71.8,66.3,2746627,2534133,212494,7.7,CO
52,2009,May,71.7,66.0,2745488,2527186,218302,8.0,CO
53,2009,Jun,71.5,65.7,2741685,2520583,221102,8.1,CO
54,2009,Jul,71.2,65.4,2735370,2513522,221848,8.1,CO
55,2009,Aug,70.9,65.1,2727247,2505320,221927,8.1,CO
56,2009,Sep,70.6,64.8,2718739,2496342,222397,8.2,CO
57,2009,Oct,70.3,64.5,2711692,2487400,224292,8.3,CO
58,2009,Nov,70.1,64.2,2708033,2479744,228289,8.4,CO
59,2009,Dec,70.0,64.0,2708249,2474419,233830,8.6,CO
60,2010,Jan,70.0,63.8,2711291,2471793,239498,8.8,CO
61,2010,Feb,70.0,63.8,2714852,2471124,243728,9.0,CO
62,2010,Mar,70.0,63.7,2717321,2471367,245954,9.1,CO
63,2010,Apr,70.6,64.2,2718188,2471781,246407,9.1,CO
64,2010,May,70.5,64.2,2717428,2471774,245654,9.0,CO
65,2010,Jun,70.4,64.1,2715479,2470389,245090,9.0,CO
66,2010,Jul,70.3,63.9,2713677,2467557,246120,9.1,CO
67,2010,Aug,70.2,63.7,2713080,2464356,248724,9.2,CO
68,2010,Sep,70.1,63.6,2713611,2461710,251901,9.3,CO
69,2010,Oct,70.0,63.4,2714795,2460636,254159,9.4,CO
70,2010,Nov,69.9,63.4,2715531,2461626,253905,9.4,CO
71,2010,Dec,69.8,63.4,2715890,2464572,251318,9.3,CO
72,2011,Jan,69.7,63.4,2716453,2469040,247413,9.1,CO
73,2011,Feb,69.7,63.4,2717045,2474007,243038,8.9,CO
74,2011,Mar,69.6,63.5,2717265,2478257,239008,8.8,CO
75,2011,Apr,69.5,63.5,2717501,2481268,236233,8.7,CO
76,2011,May,69.4,63.4,2719021,2483775,235246,8.7,CO
77,2011,Jun,69.4,63.4,2722599,2487089,235510,8.7,CO
78,2011,Jul,69.5,63.5,2728230,2492162,236068,8.7,CO
79,2011,Aug,69.5,63.5,2735039,2498664,236375,8.6,CO
80,2011,Sep,69.6,63.6,2741753,2505623,236130,8.6,CO
81,2011,Oct,69.6,63.7,2747237,2511976,235261,8.6,CO
82,2011,Nov,69.6,63.7,2750166,2516276,233890,8.5,CO
83,2011,Dec,69.5,63.6,2749769,2517876,231893,8.4,CO
84,2012,Jan,69.3,63.5,2747283,2517729,229554,8.4,CO
85,2012,Feb,69.2,63.4,2744941,2517116,227825,8.3,CO
86,2012,Mar,69.1,63.3,2743601,2516649,226952,8.3,CO
87,2012,Apr,69.0,63.3,2743294,2516847,226447,8.3,CO
88,2012,May,68.9,63.2,2744233,2518570,225663,8.2,CO
89,2012,Jun,68.8,63.2,2746042,2521989,224053,8.2,CO
90,2012,Jul,68.8,63.2,2748077,2526809,221268,8.1,CO
91,2012,Aug,68.7,63.3,2750560,2532901,217659,7.9,CO
92,2012,Sep,68.7,63.4,2753956,2539967,213989,7.8,CO
93,2012,Oct,68.7,63.4,2757466,2546891,210575,7.6,CO
94,2012,Nov,68.7,63.5,2760368,2552987,207381,7.5,CO
95,2012,Dec,68.6,63.5,2762211,2558031,204180,7.4,CO
96,2013,Jan,68.5,63.5,2762675,2561687,200988,7.3,CO
97,2013,Feb,68.4,63.5,2762415,2564483,197932,7.2,CO
98,2013,Mar,68.3,63.5,2762705,2567602,195103,7.1,CO
99,2013,Apr,68.3,63.5,2764238,2571622,192616,7.0,CO
100,2013,May,68.2,63.5,2766305,2575647,190658,6.9,CO
101,2013,Jun,68.2,63.5,2768303,2579085,189218,6.8,CO
102,2013,Jul,68.1,63.5,2769662,2581932,187730,6.8,CO
103,2013,Aug,68.0,63.4,2769322,2584166,185156,6.7,CO
104,2013,Sep,67.8,63.4,2767570,2586419,181151,6.5,CO
105,2013,Oct,67.7,63.4,2766264,2589867,176397,6.4,CO
106,2013,Nov,67.6,63.4,2767651,2595558,172093,6.2,CO
107,2013,Dec,67.6,63.5,2772177,2603433,168744,6.1,CO
108,2014,Jan,67.7,63.6,2778644,2613030,165614,6.0,CO
109,2014,Feb,67.8,63.8,2785590,2623718,161872,5.8,CO
110,2014,Mar,67.8,64.0,2791859,2634418,157441,5.6,CO
111,2014,Apr,67.8,64.1,2796320,2644060,152260,5.4,CO
112,2014,May,67.8,64.2,2799033,2652822,146211,5.2,CO
113,2014,Jun,67.7,64.3,2800957,2661226,139731,5.0,CO
114,2014,Jul,67.6,64.4,2802732,2669021,133711,4.8,CO
115,2014,Aug,67.6,64.5,2805239,2676304,128935,4.6,CO
116,2014,Sep,67.5,64.5,2808186,2682837,125349,4.5,CO
117,2014,Oct,67.4,64.5,2810762,2688227,122535,4.4,CO
118,2014,Nov,67.3,64.5,2811968,2691945,120023,4.3,CO
119,2014,Dec,67.2,64.4,2812244,2694387,117857,4.2,CO
120,2015,Jan,67.1,64.3,2812740,2696305,116435,4.1,CO
121,2015,Feb,67.0,64.3,2813690,2698184,115506,4.1,CO
122,2015,Mar,66.9,64.2,2815196,2700859,114337,4.1,CO
123,2015,Apr,66.9,64.2,2817304,2704794,112510,4.0,CO
124,2015,May,66.8,64.2,2819533,2709579,109954,3.9,CO
125,2015,Jun,66.7,64.2,2821315,2714525,106790,3.8,CO
126,2015,Jul,66.6,64.2,2823037,2719557,103480,3.7,CO
127,2015,Aug,66.5,64.2,2825443,2724952,100491,3.6,CO
128,2015,Sep,66.5,64.2,2829407,2731343,98064,3.5,CO
129,2015,Oct,66.5,64.3,2835695,2739313,96382,3.4,CO
130,2015,Nov,66.6,64.4,2844179,2748716,95463,3.4,CO
131,2015,Dec,66.7,64.5,2853704,2758635,95069,3.3,CO
132,2016,Jan,66.8,64.6,2862652,2767788,94864,3.3,CO
133,2016,Feb,66.9,64.7,2870218,2775432,94786,3.3,CO
134,2016,Mar,66.9,64.7,2876122,2781378,94744,3.3,CO
135,2016,Apr,66.9,64.7,2880932,2786260,94672,3.3,CO
136,2016,May,66.9,64.7,2885680,2791195,94485,3.3,CO
137,2016,Jun,66.9,64.8,2891014,2797121,93893,3.2,CO
138,2016,Jul,66.9,64.8,2896793,2804247,92546,3.2,CO
139,2016,Aug,67.0,64.9,2902625,2812008,90617,3.1,CO
140,2016,Sep,67.0,65.0,2908090,2819516,88574,3.0,CO
141,2016,Oct,67.0,65.0,2912869,2826596,86273,3.0,CO
142,2016,Nov,67.0,65.1,2917546,2834159,83387,2.9,CO
143,2016,Dec,67.0,65.2,2922961,2842900,80061,2.7,CO
144,2017,Jan,67.0,65.3,2911905,2836089,75816,2.6,CO
145,2017,Feb,67.1,65.5,2920347,2847403,72944,2.5,CO
146,2017,Mar,67.3,65.6,2930285,2859106,71179,2.4,CO
147,2017,Apr,67.4,65.8,2941271,2870457,70814,2.4,CO
148,2017,May,67.6,66.0,2952554,2880674,71880,2.4,CO
149,2017,Jun,67.8,66.1,2963235,2888997,74238,2.5,CO
150,2017,Jul,67.9,66.1,2973006,2895586,77420,2.6,CO
151,2017,Aug,68.0,66.1,2981249,2900866,80383,2.7,CO
152,2017,Sep,68.0,66.1,2987772,2905274,82498,2.8,CO
153,2017,Oct,68.0,66.1,2993236,2909396,83840,2.8,CO
154,2017,Nov,68.1,66.1,2998232,2913494,84738,2.8,CO
155,2017,Dec,68.1,66.2,3003856,2918625,85231,2.8,CO
156,2018,Jan,68.2,66.2,3011265,2925684,85581,2.8,CO
157,2018,Feb,68.3,66.3,3021061,2934778,86283,2.9,CO
158,2018,Mar,68.5,66.5,3032276,2944618,87658,2.9,CO
159,2018,Apr,68.6,66.6,3042661,2953048,89613,2.9,CO
160,2018,May,68.7,66.6,3050463,2958696,91767,3.0,CO
161,2018,Jun,68.7,66.6,3055260,2961635,93625,3.1,CO
162,2018,Jul,68.6,66.5,3057518,2962584,94934,3.1,CO
163,2018,Aug,68.6,66.4,3058712,2962957,95755,3.1,CO
164,2018,Sep,68.5,66.3,3060322,2964255,96067,3.1,CO
165,2018,Oct,68.5,66.3,3063162,2967541,95621,3.1,CO
166,2018,Nov,68.5,66.4,3067446,2973061,94385,3.1,CO
167,2018,Dec,68.5,66.5,3072704,2980318,92386,3.0,CO
168,2019,Jan,68.6,66.6,3078085,2988314,89771,2.9,CO
169,2019,Feb,68.6,66.7,3082935,2996360,86575,2.8,CO
170,2019,Mar,68.6,66.8,3087255,3003973,83282,2.7,CO
171,2019,Apr,68.6,66.8,3091746,3011221,80525,2.6,CO
172,2019,May,68.6,66.9,3096196,3017467,78729,2.5,CO
173,2019,Jun,68.6,66.9,3100170,3022172,77998,2.5,CO
174,2019,Jul,68.6,66.9,3103416,3025390,78026,2.5,CO
175,2019,Aug,68.6,66.9,3106235,3027998,78237,2.5,CO
176,2019,Sep,68.6,66.9,3109722,3031501,78221,2.5,CO
177,2019,Oct,68.6,66.9,3114264,3035664,78600,2.5,CO
178,2019,Nov,68.6,66.9,3119391,3039557,79834,2.6,CO
179,2019,Dec,68.6,66.8,3122796,3040942,81854,2.6,CO
180,2020,Jan,68.6,66.7,3122529,3038414,84115,2.7,CO
181,2020,Feb,68.4,66.5,3117993,3032120,85873,2.8,CO
182,2020,Mar,69.6,66.3,3178419,3024629,153790,4.8,CO
183,2020,Apr,66.1,58.4,3018545,2667130,351415,11.6,CO
184,2020,May,67.9,59.9,3103940,2737435,366505,11.8,CO
185,2020,Jun,68.0,60.5,3111741,2770139,341602,11.0,CO
186,2020,Jul,65.6,61.3,3006748,2807950,198798,6.6,CO
187,2020,Aug,66.0,61.9,3027478,2839943,187535,6.2,CO
188,2020,Sep,66.7,62.5,3063615,2868371,195244,6.4,CO
189,2020,Oct,67.0,62.8,3076024,2887428,188596,6.1,CO
190,2020,Nov,67.3,63.1,3092744,2901044,191700,6.2,CO
191,2020,Dec,67.6,63.3,3111186,2911239,199947,6.4,CO
192,2021,Jan,67.7,63.4,3115249,2920988,194261,6.2,CO
193,2021,Feb,67.9,63.6,3126937,2932239,194698,6.2,CO
194,2021,Mar,68.0,63.9,3136851,2945538,191313,6.1,CO
195,2021,Apr,68.3,64.1,3149810,2959120,190690,6.1,CO
196,2021,May,68.3,64.4,3154026,2971450,182576,5.8,CO
197,2021,Jun,68.5,64.5,3167911,2981789,186122,5.9,CO
198,2021,Jul,68.5,64.7,3169069,2991698,177371,5.6,CO
199,2021,Aug,68.5,64.8,3171815,3002482,169333,5.3,CO
200,2021,Sep,68.3,65.0,3164367,3014432,149935,4.7,CO
201,2021,Oct,68.3,65.2,3169784,3026333,143451,4.5,CO
202,2021,Nov,68.3,65.3,3170872,3033312,137560,4.3,CO
203,2021,Dec,68.2,65.3,3170694,3037677,133017,4.2,CO
204,2022,Jan,68.5,65.7,3187407,3055113,132294,4.2,CO
205,2022,Feb,68.7,66.0,3199344,3072172,127172,4.0,CO
206,2022,Mar,68.9,66.4,3211977,3093476,118501,3.7,CO
207,2022,Apr,69.1,66.6,3225366,3108883,116483,3.6,CO
208,2022,May,69.4,66.9,3240564,3126055,114509,3.5,CO
209,2022,Jun,69.5,67.1,3248779,3137097,111682,3.4,CO
210,2022,Jul,69.5,67.2,3250281,3142810,107471,3.3,CO
211,2022,Aug,69.6,67.2,3257886,3146008,111878,3.4,CO
212,2022,Sep,69.4,67.1,3254981,3145390,109591,3.4,CO
213,2022,Oct,69.4,66.9,3256781,3140457,116324,3.6,CO
214,2022,Nov,69.2,66.8,3252051,3138429,113622,3.5,CO
0,2005,Jan,64.1,59.2,2053990,1899758,154232,7.5,SC
1,2005,Feb,63.9,59.1,2052650,1899188,153462,7.5,SC
2,2005,Mar,63.8,59.1,2051178,1899305,151873,7.4,SC
3,2005,Apr,63.7,59.0,2050227,1900329,149898,7.3,SC
4,2005,May,63.6,59.0,2050371,1902110,148261,7.2,SC
5,2005,Jun,63.5,59.0,2051815,1904122,147693,7.2,SC
6,2005,Jul,63.8,59.2,2063723,1915173,148550,7.2,SC
7,2005,Aug,64.1,59.4,2075567,1925332,150235,7.2,SC
8,2005,Sep,64.3,59.6,2086459,1934643,151816,7.3,SC
9,2005,Oct,64.4,59.7,2096077,1943514,152563,7.3,SC
10,2005,Nov,64.5,59.9,2105023,1952528,152495,7.2,SC
11,2005,Dec,64.7,60.0,2114205,1962317,151888,7.2,SC
12,2006,Jan,64.7,60.1,2119855,1968705,151150,7.1,SC
13,2006,Feb,65.1,60.5,2135776,1985178,150598,7.1,SC
14,2006,Mar,65.1,60.5,2138279,1987777,150502,7.0,SC
15,2006,Apr,65.1,60.5,2141052,1990230,150822,7.0,SC
16,2006,May,65.0,60.4,2143551,1992605,150946,7.0,SC
17,2006,Jun,65.0,60.4,2145543,1995143,150400,7.0,SC
18,2006,Jul,64.9,60.4,2147804,1998767,149037,6.9,SC
19,2006,Aug,64.9,60.5,2151562,2004201,147361,6.8,SC
20,2006,Sep,65.0,60.6,2157039,2011196,145843,6.8,SC
21,2006,Oct,65.0,60.7,2163454,2019114,144340,6.7,SC
22,2006,Nov,65.1,60.8,2169409,2026695,142714,6.6,SC
23,2006,Dec,65.1,60.9,2173063,2032325,140738,6.5,SC
24,2007,Jan,65.0,60.9,2173719,2035325,138394,6.4,SC
25,2007,Feb,64.9,60.8,2171850,2035894,135956,6.3,SC
26,2007,Mar,64.6,60.6,2167855,2034333,133522,6.2,SC
27,2007,Apr,64.4,60.5,2162781,2031551,131230,6.1,SC
28,2007,May,64.1,60.3,2157889,2028383,129506,6.0,SC
29,2007,Jun,63.9,60.1,2153733,2025355,128378,6.0,SC
30,2007,Jul,63.7,59.9,2150443,2022616,127827,5.9,SC
31,2007,Aug,63.5,59.7,2148004,2020142,127862,6.0,SC
32,2007,Sep,63.3,59.5,2146114,2018109,128005,6.0,SC
33,2007,Oct,63.2,59.4,2144524,2016549,127975,6.0,SC
34,2007,Nov,63.0,59.3,2143103,2015474,127629,6.0,SC
35,2007,Dec,62.9,59.2,2142197,2014876,127321,5.9,SC
36,2008,Jan,62.8,59.0,2142083,2014465,127618,6.0,SC
37,2008,Feb,62.7,58.9,2142958,2014109,128849,6.0,SC
38,2008,Mar,62.7,58.8,2145291,2013689,131602,6.1,SC
39,2008,Apr,62.7,58.7,2148967,2012754,136213,6.3,SC
40,2008,May,62.7,58.6,2153582,2011092,142490,6.6,SC
41,2008,Jun,62.8,58.4,2158755,2008838,149917,6.9,SC
42,2008,Jul,62.8,58.2,2163696,2006035,157661,7.3,SC
43,2008,Aug,62.9,58.1,2167886,2002548,165338,7.6,SC
44,2008,Sep,62.9,57.9,2171419,1997861,173558,8.0,SC
45,2008,Oct,62.9,57.6,2174417,1991342,183075,8.4,SC
46,2008,Nov,62.9,57.3,2176795,1982829,193966,8.9,SC
47,2008,Dec,62.9,56.9,2178566,1972839,205727,9.4,SC
48,2009,Jan,62.8,56.5,2179478,1961864,217614,10.0,SC
49,2009,Feb,62.8,56.2,2179540,1950864,228676,10.5,SC
50,2009,Mar,62.7,55.8,2178899,1941313,237586,10.9,SC
51,2009,Apr,62.6,55.6,2177493,1933791,243702,11.2,SC
52,2009,May,62.4,55.3,2175091,1927529,247562,11.4,SC
53,2009,Jun,62.3,55.1,2171786,1921622,250164,11.5,SC
54,2009,Jul,62.1,54.8,2167514,1915174,252340,11.6,SC
55,2009,Aug,61.8,54.6,2162403,1907931,254472,11.8,SC
56,2009,Sep,61.6,54.3,2157433,1900913,256520,11.9,SC
57,2009,Oct,61.5,54.1,2153550,1895357,258193,12.0,SC
58,2009,Nov,61.3,54.0,2151877,1892604,259273,12.0,SC
59,2009,Dec,61.3,53.9,2153079,1893602,259477,12.1,SC
60,2010,Jan,61.4,54.0,2156723,1898449,258274,12.0,SC
61,2010,Feb,61.5,54.2,2161383,1905694,255689,11.8,SC
62,2010,Mar,61.5,54.4,2165917,1913417,252500,11.7,SC
63,2010,Apr,60.8,53.8,2169966,1920582,249384,11.5,SC
64,2010,May,60.9,54.0,2173188,1926827,246361,11.3,SC
65,2010,Jun,60.9,54.0,2175384,1931588,243796,11.2,SC
66,2010,Jul,60.9,54.1,2177246,1934931,242315,11.1,SC
67,2010,Aug,60.9,54.1,2179221,1937521,241700,11.1,SC
68,2010,Sep,60.9,54.1,2180881,1939615,241266,11.1,SC
69,2010,Oct,60.8,54.1,2182059,1941633,240426,11.0,SC
70,2010,Nov,60.8,54.1,2182565,1943658,238907,10.9,SC
71,2010,Dec,60.7,54.1,2182283,1945344,236939,10.9,SC
72,2011,Jan,60.7,54.1,2181867,1946678,235189,10.8,SC
73,2011,Feb,60.6,54.1,2181732,1947628,234104,10.7,SC
74,2011,Mar,60.6,54.1,2181809,1948272,233537,10.7,SC
75,2011,Apr,60.6,54.1,2182071,1948677,233394,10.7,SC
76,2011,May,60.5,54.1,2182996,1949399,233597,10.7,SC
77,2011,Jun,60.5,54.1,2184648,1951312,233336,10.7,SC
78,2011,Jul,60.5,54.1,2186574,1954830,231744,10.6,SC
79,2011,Aug,60.5,54.2,2188150,1959427,228723,10.5,SC
80,2011,Sep,60.5,54.3,2189084,1964431,224653,10.3,SC
81,2011,Oct,60.4,54.3,2189390,1969230,220160,10.1,SC
82,2011,Nov,60.3,54.4,2188894,1973095,215799,9.9,SC
83,2011,Dec,60.2,54.4,2187724,1975735,211989,9.7,SC
84,2012,Jan,60.2,54.4,2186464,1977447,209017,9.6,SC
85,2012,Feb,60.1,54.4,2185903,1978893,207010,9.5,SC
86,2012,Mar,60.0,54.4,2186140,1980232,205908,9.4,SC
87,2012,Apr,60.0,54.4,2186592,1981691,204901,9.4,SC
88,2012,May,59.9,54.4,2187077,1983929,203148,9.3,SC
89,2012,Jun,59.9,54.4,2187672,1987341,200331,9.2,SC
90,2012,Jul,59.9,54.5,2188604,1991994,196610,9.0,SC
91,2012,Aug,59.8,54.6,2190380,1997580,192800,8.8,SC
92,2012,Sep,59.8,54.7,2193195,2003396,189799,8.7,SC
93,2012,Oct,59.9,54.7,2196167,2008369,187798,8.6,SC
94,2012,Nov,59.8,54.8,2198590,2011982,186608,8.5,SC
95,2012,Dec,59.8,54.8,2199962,2014398,185564,8.4,SC
96,2013,Jan,59.8,54.8,2200061,2016002,184059,8.4,SC
97,2013,Feb,59.7,54.7,2199344,2017705,181639,8.3,SC
98,2013,Mar,59.6,54.8,2198641,2020519,178122,8.1,SC
99,2013,Apr,59.5,54.8,2198847,2024897,173950,7.9,SC
100,2013,May,59.5,54.9,2199734,2029943,169791,7.7,SC
101,2013,Jun,59.5,55.0,2200680,2034640,166040,7.5,SC
102,2013,Jul,59.4,55.0,2201018,2038451,162567,7.4,SC
103,2013,Aug,59.3,55.0,2200075,2041415,158660,7.2,SC
104,2013,Sep,59.2,55.0,2197737,2043945,153792,7.0,SC
105,2013,Oct,59.0,55.0,2195205,2046797,148408,6.8,SC
106,2013,Nov,58.9,55.1,2193757,2050570,143187,6.5,SC
107,2013,Dec,58.8,55.1,2193803,2055149,138654,6.3,SC
108,2014,Jan,58.8,55.2,2195170,2060182,134988,6.1,SC
109,2014,Feb,58.8,55.3,2197611,2065174,132437,6.0,SC
110,2014,Mar,58.8,55.3,2201104,2069541,131563,6.0,SC
111,2014,Apr,58.9,55.3,2205386,2072892,132494,6.0,SC
112,2014,May,58.9,55.3,2210478,2075727,134751,6.1,SC
113,2014,Jun,59.0,55.4,2216695,2078892,137803,6.2,SC
114,2014,Jul,59.1,55.4,2223807,2082702,141105,6.3,SC
115,2014,Aug,59.3,55.4,2231509,2087391,144118,6.5,SC
116,2014,Sep,59.4,55.5,2239247,2092822,146425,6.5,SC
117,2014,Oct,59.5,55.6,2245849,2098372,147477,6.6,SC
118,2014,Nov,59.5,55.6,2250477,2103434,147043,6.5,SC
119,2014,Dec,59.5,55.7,2253950,2108022,145928,6.5,SC
120,2015,Jan,59.5,55.7,2257193,2112314,144879,6.4,SC
121,2015,Feb,59.5,55.7,2260446,2116354,144092,6.4,SC
122,2015,Mar,59.5,55.8,2263671,2120647,143024,6.3,SC
123,2015,Apr,59.5,55.8,2266502,2125329,141173,6.2,SC
124,2015,May,59.5,55.8,2268384,2129882,138502,6.1,SC
125,2015,Jun,59.4,55.9,2268969,2133764,135205,6.0,SC
126,2015,Jul,59.3,55.9,2268743,2136969,131774,5.8,SC
127,2015,Aug,59.2,55.9,2268472,2139758,128714,5.7,SC
128,2015,Sep,59.2,55.9,2268967,2142840,126127,5.6,SC
129,2015,Oct,59.1,55.9,2271292,2147013,124279,5.5,SC
130,2015,Nov,59.2,55.9,2275676,2152291,123385,5.4,SC
131,2015,Dec,59.2,56.0,2280829,2157985,122844,5.4,SC
132,2016,Jan,59.2,56.1,2285355,2163254,122101,5.3,SC
133,2016,Feb,59.2,56.1,2288411,2167393,121018,5.3,SC
134,2016,Mar,59.2,56.1,2289534,2170026,119508,5.2,SC
135,2016,Apr,59.1,56.0,2289095,2171385,117710,5.1,SC
136,2016,May,59.0,56.0,2287908,2172197,115711,5.1,SC
137,2016,Jun,58.8,55.9,2286438,2172971,113467,5.0,SC
138,2016,Jul,58.7,55.9,2285086,2174111,110975,4.9,SC
139,2016,Aug,58.6,55.8,2284243,2175693,108550,4.8,SC
140,2016,Sep,58.5,55.8,2284053,2177396,106657,4.7,SC
141,2016,Oct,58.5,55.8,2284227,2179118,105109,4.6,SC
142,2016,Nov,58.4,55.8,2284792,2181286,103506,4.5,SC
143,2016,Dec,58.3,55.8,2285947,2184139,101808,4.5,SC
144,2017,Jan,58.2,55.6,2253968,2155359,98609,4.4,SC
145,2017,Feb,58.2,55.7,2255750,2158908,96842,4.3,SC
146,2017,Mar,58.2,55.7,2257873,2162564,95309,4.2,SC
147,2017,Apr,58.2,55.7,2260249,2166033,94216,4.2,SC
148,2017,May,58.1,55.7,2262759,2169130,93629,4.1,SC
149,2017,Jun,58.1,55.7,2265091,2171395,93696,4.1,SC
150,2017,Jul,58.1,55.7,2266673,2172303,94370,4.2,SC
151,2017,Aug,58.1,55.6,2266940,2171730,95210,4.2,SC
152,2017,Sep,58.0,55.5,2265919,2170172,95747,4.2,SC
153,2017,Oct,57.9,55.4,2264088,2168436,95652,4.2,SC
154,2017,Nov,57.7,55.3,2261774,2167270,94504,4.2,SC
155,2017,Dec,57.6,55.3,2259641,2167809,91832,4.1,SC
156,2018,Jan,57.5,55.3,2258710,2170870,87840,3.9,SC
157,2018,Feb,57.5,55.4,2259903,2176667,83236,3.7,SC
158,2018,Mar,57.5,55.5,2263172,2184301,78871,3.5,SC
159,2018,Apr,57.6,55.7,2267395,2191811,75584,3.3,SC
160,2018,May,57.6,55.8,2271621,2197624,73997,3.3,SC
161,2018,Jun,57.7,55.8,2275744,2201713,74031,3.3,SC
